DATE,Food,Smoke,Drugs,MedEq,Telcm
201910,-2.08,8.1,5.27,3.02,2.17
201911,3.43,5.52,5.67,4.66,2.48
201912,3.06,3.22,4.08,1.24,1.04
202001,-1.38,-3.66,-2.46,-0.96,-2.11
202002,-9.3,-6.71,-4.77,-7.65,-6.21
202003,-4.24,-6.76,-2.39,-11.44,-13.3
202004,8.6,1.98,13.24,13.86,9.51
202005,3.67,-1.21,3.87,5.24,4.81
202006,-0.29,-0.72,-1.32,-1.58,-2.62
202007,5.98,7.78,1.4,11.01,5.05
202008,3.45,4.77,2.05,3.49,5.6
202009,-3.97,-6.55,-1.53,-1.43,-1.97
202010,-3.15,-5.69,-5.3,-2.91,-3.87
202011,7.25,8.05,10.37,7.59,14.48
202012,1.94,8.67,3.86,6.33,5.15
202101,-1.32,-2.28,3.96,1.45,-3.53
202102,-0.05,5.73,-2.09,1.15,4.26
202103,8.01,11.71,-0.15,-0.56,1.64
202104,2.7,1.43,1.64,6.09,3.06
202105,3.9,2.04,0.89,-3.12,-0.52
202106,-3.1,2,4.95,3.84,-0.01
202107,-2.43,0.96,2.14,5.02,0.35
202108,-0.56,3.47,3.66,2.46,1.36
202109,-2.2,-7.05,-6.39,-4.44,-5.59
202110,2.28,-1.37,1.86,3.64,-4.23
202111,-3.44,-7.02,-2.11,-7.64,-7.18
202112,9.6,12.42,5.27,9.21,3.96
202201,1.26,7.88,-7.34,-10.86,-1.9
202202,0.9,-0.8,-2.48,1.56,0.29
202203,1.2,-2.26,7.1,0.86,-2.44
202204,2.53,6.37,-4.27,-11.58,-10.61
202205,-3.22,2.68,2.08,-1.82,8.65
202206,-2.01,-11.62,0.87,-8.11,-6.64
202207,3.64,0.55,0.51,6.3,-0.04
202208,-0.3,-0.13,-5.38,-4.68,-2.86
202209,-7.73,-10.56,-0.15,-6.03,-13.83
202210,11.26,12.07,9.44,8.34,10.57
202211,2.96,5.59,5.26,5.99,2.15
202212,-2.38,1.87,-2,0.05,-6.81
202301,-2.19,1.46,-2.3,1.32,13.53
202302,-1.23,-3.38,-4.86,-2.89,-6.51
202303,3.45,0.11,2.25,4.74,-0.12
202304,2.93,4.1,3.07,7.37,1
202305,-5,-8.73,-2.47,-6.09,-9.42
202306,-0.74,7.77,2.88,8.58,4.63
202307,2.1,1.49,0.66,-2.15,0.97
202308,-5.31,-3.28,2.7,-7.02,0.16
202309,-4.28,-2.43,-3.92,-6.91,-3.21
202310,-4.98,-4,-4.04,-6.36,-0.18
202311,4.26,4.76,4.55,10.04,6.97
202312,4.33,0.91,6.44,7.38,2.25
202401,-1.54,-2.51,3.75,4.1,4.54
202402,-0.92,0,5.47,2.77,-2.72
202403,3.9,5.16,1.28,3.74,3.08
202404,0.65,2.46,-5.72,-5.66,-6.51
202405,-1.44,6.42,4.27,0.58,3.74
202406,-3.68,1.03,3.93,1.56,-0.6
202407,4.06,11.69,1.23,-2.55,3.84
202408,5.09,7.96,6.28,7.56,1.21
202409,0.95,-1.31,-3.1,0.83,5.63
202410,-4.28,8.46,-3.27,-1.11,2.36
202411,0.63,2.15,-2.92,5.8,9.18
202412,-5.7,-8.25,-5.02,-4.52,-7.96
